"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.337907475E2,6.501158926E1,2.550284108E1,1.644736970E1,3.391180420E1,6.100000143E-1,7.980000305E1,4.345243789E-1,3.790092468E0,2.500000000E0,3.600000000E1
1.347874273E2,6.501158834E1,2.550285468E1,1.637400418E1,3.383843994E1,5.500000119E-1,7.990000153E1,4.353999832E-1,3.790092468E0,2.500000000E0,3.600000000E1
1.357875852E2,6.501158827E1,2.550287332E1,1.713285212E1,3.459729004E1,7.500000000E-1,8.469999695E1,4.364953315E-1,3.790092468E0,2.500000000E0,3.600000000E1
1.367975415E2,6.501158778E1,2.550289661E1,1.638779342E1,3.385223389E1,9.499999881E-1,8.509999847E1,4.379539569E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.377929577E2,6.501158945E1,2.550292741E1,1.683725213E1,3.430169678E1,1.610000014E0,7.690000153E1,4.395511019E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.387908815E2,6.501159441E1,2.550295932E1,1.693612361E1,3.440057373E1,1.559999943E0,7.700000000E1,4.410427775E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.397924353E2,6.501159792E1,2.550298997E1,1.625771303E1,3.372216797E1,1.490000010E0,7.700000000E1,4.425599848E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.407948559E2,6.501159968E1,2.550302200E1,1.521559442E1,3.268005371E1,1.399999976E0,7.700000000E1,4.438422817E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.417931998E2,6.501159819E1,2.550304907E1,1.613575779E1,3.360021973E1,1.139999986E0,9.150000000E1,4.452186847E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.427998445E2,6.501159600E1,2.550307791E1,1.505164875E1,3.251611328E1,1.419999957E0,8.709999847E1,4.466822843E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.437972194E2,6.501159476E1,2.550310893E1,1.538501958E1,3.284948730E1,1.379999995E0,8.709999847E1,4.481913006E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.447960766E2,6.501159501E1,2.550314105E1,1.603058459E1,3.349505615E1,1.490000010E0,8.250000000E1,4.496740029E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.457984640E2,6.501159564E1,2.550317258E1,1.596539514E1,3.342987061E1,1.470000029E0,8.219999695E1,4.510770279E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.468015592E2,6.501159609E1,2.550320243E1,1.598187099E1,3.344635010E1,1.330000043E0,8.519999695E1,4.524656707E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.478005582E2,6.501159718E1,2.550323188E1,1.624169382E1,3.370617676E1,1.500000000E0,8.369999695E1,4.538491436E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.487990275E2,6.501159836E1,2.550326120E1,1.572301323E1,3.318750000E1,1.259999990E0,8.419999695E1,4.549056547E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.497975153E2,6.501159912E1,2.550328362E1,1.547880868E1,3.294329834E1,9.599999785E-1,8.250000000E1,4.555928639E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.508013441E2,6.501159912E1,2.550329825E1,1.537754965E1,3.284204102E1,4.699999988E-1,8.259999847E1,4.558732385E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.517833020E2,6.501159726E1,2.550330228E1,1.477275247E1,3.223724365E1,0.000000000E0,NaN,4.559726112E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.528021698E2,6.501159659E1,2.550330368E1,1.455168320E1,3.201617432E1,0.000000000E0,NaN,4.562407450E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.538031749E2,6.501159646E1,2.550330938E1,1.482646286E1,3.229095459E1,3.700000048E-1,8.250000000E1,4.569857451E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.548006125E2,6.501159788E1,2.550332488E1,1.485337705E1,3.231787109E1,8.799999952E-1,8.250000000E1,4.582336339E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.558012934E2,6.501159873E1,2.550335137E1,1.536698450E1,3.283148193E1,1.330000043E0,8.250000000E1,4.596085657E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.568103342E2,6.501160014E1,2.550338045E1,1.580051332E1,3.326501465E1,1.279999971E0,8.250000000E1,4.609737892E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.577993767E2,6.501159993E1,2.550340951E1,1.549307592E1,3.295758057E1,1.330000043E0,8.250000000E1,4.623385069E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.588169030E2,6.501159974E1,2.550343856E1,1.538528450E1,3.284979248E1,1.419999957E0,9.200000000E1,4.636951527E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.598090682E2,6.501159961E1,2.550346744E1,1.528597698E1,3.275048828E1,1.289999962E0,9.230000305E1,4.651107102E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.608043711E2,6.501159986E1,2.550349757E1,1.521517259E1,3.267968750E1,1.450000048E0,8.550000000E1,4.666211481E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.618197121E2,6.501160106E1,2.550352960E1,1.518050046E1,3.264501953E1,1.450000048E0,8.250000000E1,4.681966669E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.628059769E2,6.501160216E1,2.550356304E1,1.488899226E1,3.235351562E1,1.509999990E0,8.250000000E1,4.696621743E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.638114535E2,6.501160248E1,2.550359423E1,1.500367356E1,3.246820068E1,1.330000043E0,9.219999695E1,4.710814674E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.647987153E2,6.501160224E1,2.550362444E1,1.540235176E1,3.286688232E1,1.370000005E0,9.140000153E1,4.724554185E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.658060672E2,6.501160280E1,2.550365366E1,1.561835156E1,3.308288574E1,1.320000052E0,8.600000000E1,4.739110029E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.668005911E2,6.501160412E1,2.550368449E1,1.558300814E1,3.304754639E1,1.460000038E0,8.569999695E1,4.753405338E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.677937579E2,6.501160545E1,2.550371476E1,1.579644408E1,3.326098633E1,1.320000052E0,8.609999847E1,4.766216833E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.688089824E2,6.501160702E1,2.550374178E1,1.576116206E1,3.322570801E1,1.250000000E0,8.609999847E1,4.778719858E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.698040723E2,6.501160864E1,2.550376812E1,1.641289181E1,3.387744141E1,1.210000038E0,8.400000000E1,4.791307641E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.707925363E2,6.501161051E1,2.550379455E1,1.644566394E1,3.391021729E1,1.250000000E0,8.100000000E1,4.805065446E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.718102554E2,6.501161167E1,2.550382371E1,1.634879734E1,3.381335449E1,1.399999976E0,8.709999847E1,4.818982988E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.728179118E2,6.501161246E1,2.550385328E1,1.615415249E1,3.361871338E1,1.289999962E0,8.419999695E1,4.832210635E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.737973243E2,6.501161252E1,2.550388144E1,1.652353395E1,3.398809814E1,1.299999952E0,8.419999695E1,4.846077041E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.748033002E2,6.501161066E1,2.550391063E1,1.614132904E1,3.360589600E1,1.429999948E0,1.018000031E2,4.861403014E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.758014059E2,6.501160836E1,2.550394280E1,1.588284221E1,3.334741211E1,1.500000000E0,1.015999985E2,4.876298592E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.768007296E2,6.501160385E1,2.550397266E1,1.581142917E1,3.327600098E1,1.429999948E0,1.215999985E2,4.891267394E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.778108319E2,6.501159656E1,2.550399945E1,1.582247596E1,3.328704834E1,1.450000048E0,1.245999985E2,4.904943394E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.787964450E2,6.501158750E1,2.550401914E1,1.584689090E1,3.331146240E1,1.129999995E0,1.403000031E2,4.918185699E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.798204346E2,6.501157766E1,2.550403502E1,1.603335490E1,3.349792480E1,1.269999981E0,1.405000000E2,4.933069819E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.807959391E2,6.501156573E1,2.550404939E1,1.582699754E1,3.329156494E1,1.340000033E0,1.548000031E2,4.947975020E-1,3.790092468E0,2.500000000E0,3.800000000E1
1.818003476E2,6.501155324E1,2.550406091E1,1.613174911E1,3.359631348E1,1.340000033E0,1.558000031E2,4.962759778E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.828020872E2,6.501154058E1,2.550407053E1,1.597226757E1,3.343682861E1,1.289999962E0,1.611000061E2,4.976590655E-1,3.790092468E0,2.500000000E0,3.700000000E1
1.837893621E2,6.501152863E1,2.550407870E1,1.590842803E1,3.337298584E1,1.159999967E0,1.601999969E2,4.988518116E-1,3.790092468E0,2.500000000E0,3.900000000E1
1.847944376E2,6.501151833E1,2.550408579E1,1.593730044E1,3.340185547E1,1.019999981E0,1.591999969E2,5.002181542E-1,3.790092468E0,2.500000000E0,3.900000000E1
1.858077381E2,6.501150669E1,2.550409511E1,1.573307980E1,3.319763184E1,1.350000024E0,1.606000061E2,5.016240109E-1,3.790092468E0,2.500000000E0,3.900000000E1
1.867932275E2,6.501149483E1,2.550410548E1,1.584807299E1,3.331262207E1,1.190000057E0,1.581000061E2,5.029497250E-1,3.790092468E0,2.500000000E0,3.900000000E1
1.877941622E2,6.501148376E1,2.550411596E1,1.635076119E1,3.381530762E1,1.269999981E0,1.600000000E2,5.049836527E-1,3.790092468E0,2.500000000E0,3.900000000E1
1.887950877E2,6.501146577E1,2.550412379E1,1.622796385E1,3.369250488E1,2.500000000E0,1.778999939E2,5.066374777E-1,3.790092468E0,2.500000000E0,3.900000000E1
1.898015523E2,6.501145122E1,2.550413109E1,1.599933040E1,3.346386719E1,1.000000000E0,1.766000061E2,5.077817073E-1,3.790092468E0,2.500000000E0,4.000000000E1
1.907963717E2,6.501144134E1,2.550413790E1,1.591138141E1,3.337591553E1,1.409999967E0,1.656999969E2,5.092170671E-1,3.790092468E0,2.500000000E0,4.000000000E1
1.918040402E2,6.501142965E1,2.550415086E1,1.613159884E1,3.359613037E1,1.480000019E0,1.543999939E2,5.105209714E-1,3.790092468E0,2.500000000E0,4.000000000E1
1.928029322E2,6.501142038E1,2.550416786E1,1.641687842E1,3.388140869E1,1.220000029E0,1.541999969E2,5.118417561E-1,3.790092468E0,2.500000000E0,4.000000000E1
1.938021384E2,6.501141138E1,2.550418621E1,1.616504838E1,3.362957764E1,1.429999948E0,1.488999939E2,5.132713464E-1,3.790092468E0,2.500000000E0,4.000000000E1
1.947975057E2,6.501140123E1,2.550420489E1,1.625147554E1,3.371600342E1,1.450000048E0,1.488000031E2,5.146832494E-1,3.790092468E0,2.500000000E0,4.100000000E1
1.958040191E2,6.501139041E1,2.550422062E1,1.611176802E1,3.357629395E1,1.379999995E0,1.553999939E2,5.160227160E-1,3.790092468E0,2.500000000E0,4.100000000E1
1.967921250E2,6.501137940E1,2.550423219E1,1.636177052E1,3.382629395E1,1.350000024E0,1.586999969E2,5.173600174E-1,3.790092468E0,2.500000000E0,4.100000000E1
1.977980856E2,6.501136801E1,2.550424133E1,1.624586769E1,3.371038818E1,1.340000033E0,1.661999969E2,5.187813374E-1,3.790092468E0,2.500000000E0,4.100000000E1
1.988043112E2,6.501135574E1,2.550424981E1,1.625740664E1,3.372192383E1,1.440000057E0,1.665000000E2,5.202327990E-1,3.790092468E0,2.500000000E0,4.100000000E1
1.998032458E2,6.501134328E1,2.550425902E1,1.605935085E1,3.352386475E1,1.340000033E0,1.646000061E2,5.216662775E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.008016258E2,6.501133132E1,2.550427041E1,1.592916572E1,3.339367676E1,1.419999957E0,1.663999939E2,5.233825647E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.017943737E2,6.501131754E1,2.550428687E1,1.546163933E1,3.292614746E1,1.710000038E0,1.663000031E2,5.249571655E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.028070901E2,6.501130450E1,2.550429994E1,1.605252372E1,3.351702881E1,1.269999981E0,1.633999939E2,5.263466777E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.037909859E2,6.501129280E1,2.550431033E1,1.634549536E1,3.380999756E1,1.299999952E0,1.631999969E2,5.277737340E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.048113245E2,6.501128051E1,2.550431908E1,1.602915343E1,3.349365234E1,1.379999995E0,1.638000031E2,5.292013604E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.057978901E2,6.501126823E1,2.550432795E1,1.615250874E1,3.361700439E1,1.399999976E0,1.645000000E2,5.306323658E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.068035293E2,6.501125609E1,2.550433806E1,1.583677695E1,3.330126953E1,1.379999995E0,1.636999969E2,5.320997480E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.078124140E2,6.501124363E1,2.550434835E1,1.508531527E1,3.254980469E1,1.409999967E0,1.636999969E2,5.334823370E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.088063476E2,6.501123191E1,2.550435818E1,1.576787438E1,3.323236084E1,1.210000038E0,1.636999969E2,5.348889946E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.098040933E2,6.501121973E1,2.550436627E1,1.525145925E1,3.271594238E1,1.379999995E0,1.646999969E2,5.364227260E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.108132196E2,6.501120654E1,2.550437582E1,1.539690953E1,3.286138916E1,1.470000029E0,1.645000000E2,5.379094537E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.117936858E2,6.501119387E1,2.550438593E1,1.529644892E1,3.276092529E1,1.350000024E0,1.618999939E2,5.393862641E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.128134783E2,6.501118161E1,2.550439802E1,1.563635659E1,3.310083008E1,1.419999957E0,1.605000000E2,5.409854444E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.137971452E2,6.501116806E1,2.550440943E1,1.549878676E1,3.296325684E1,1.539999962E0,1.613999939E2,5.426000987E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.148050273E2,6.501115407E1,2.550441864E1,1.580933746E1,3.327380371E1,1.490000010E0,1.615000000E2,5.439647344E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.157996821E2,6.501114210E1,2.550442505E1,1.584992928E1,3.331439209E1,1.200000048E0,1.615000000E2,5.453893515E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.168013644E2,6.501112975E1,2.550443312E1,1.524721049E1,3.271166992E1,1.429999948E0,1.651999969E2,5.468913972E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.178059582E2,6.501111690E1,2.550444298E1,1.469704294E1,3.216149902E1,1.399999976E0,1.648000031E2,5.483673866E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.187954761E2,6.501110425E1,2.550445250E1,1.461940954E1,3.208386230E1,1.419999957E0,1.658000031E2,5.498155204E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.198048321E2,6.501109187E1,2.550446207E1,1.429598747E1,3.176043701E1,1.379999995E0,1.633999939E2,5.512226873E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.208120527E2,6.501107969E1,2.550447020E1,1.420425494E1,3.166870117E1,1.340000033E0,1.673999939E2,5.526597514E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.218037113E2,6.501106703E1,2.550447635E1,1.377304528E1,3.123748779E1,1.370000005E0,1.676000061E2,5.540987491E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.228091720E2,6.501105431E1,2.550448199E1,1.365335913E1,3.111779785E1,1.370000005E0,1.681000061E2,5.555386492E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.238084700E2,6.501104167E1,2.550448865E1,1.354362157E1,3.100805664E1,1.340000033E0,1.658000031E2,5.569578048E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.247952976E2,6.501102931E1,2.550449618E1,1.354197707E1,3.100640869E1,1.350000024E0,1.631999969E2,5.583459940E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.258051290E2,6.501101746E1,2.550450548E1,1.384209000E1,3.130651855E1,1.360000014E0,1.603999939E2,5.597069306E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.267993181E2,6.501100572E1,2.550451367E1,1.408074061E1,3.154516602E1,1.259999990E0,1.623000031E2,5.610396054E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.278021941E2,6.501099404E1,2.550452003E1,1.401452081E1,3.147894287E1,1.279999971E0,1.651000061E2,5.621841715E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.287984334E2,6.501098390E1,2.550452422E1,1.377001704E1,3.123443604E1,9.800000191E-1,1.648999939E2,5.630919633E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.297951203E2,6.501097575E1,2.550452309E1,1.361889698E1,3.108331299E1,8.199999928E-1,1.658000031E2,5.638725435E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.308029660E2,6.501096936E1,2.550451621E1,1.362817737E1,3.109259033E1,6.200000048E-1,1.656000061E2,5.645166790E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.317972290E2,6.501096813E1,2.550450281E1,1.359625799E1,3.106066895E1,0.000000000E0,NaN,5.647302895E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.327961582E2,6.501096621E1,2.550450266E1,1.316644911E1,3.063085938E1,6.700000167E-1,1.281999969E2,5.657958566E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.338020154E2,6.501095711E1,2.550450977E1,1.337696172E1,3.084136963E1,1.539999962E0,1.591999969E2,5.671753164E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.347937172E2,6.501094648E1,2.550452491E1,1.342127519E1,3.088568115E1,1.360000014E0,1.456999969E2,5.684161786E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.358046202E2,6.501093703E1,2.550453896E1,1.398701172E1,3.145141602E1,1.139999986E0,1.291000061E2,5.693460403E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.368049744E2,6.501092950E1,2.550454757E1,1.357118082E1,3.103558350E1,8.000000119E-1,1.426000061E2,5.703166875E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.377973471E2,6.501092169E1,2.550455680E1,1.388288902E1,3.134729004E1,1.279999971E0,1.428999939E2,5.716485288E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.388091394E2,6.501091142E1,2.550457139E1,1.359498807E1,3.105938721E1,1.549999952E0,1.495000000E2,5.730709876E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.398056564E2,6.501090030E1,2.550458636E1,1.346980711E1,3.093420410E1,1.480000019E0,1.528999939E2,5.744235284E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.408084516E2,6.501088930E1,2.550459865E1,1.362001704E1,3.108441162E1,1.419999957E0,1.566999969E2,5.756608455E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.418045471E2,6.501087883E1,2.550460757E1,1.395400404E1,3.141839600E1,1.309999943E0,1.625000000E2,5.769373119E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.428056991E2,6.501086780E1,2.550461510E1,1.394558416E1,3.140997314E1,1.440000057E0,1.653999939E2,5.782954675E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.438030800E2,6.501085607E1,2.550462316E1,1.402310198E1,3.148748779E1,1.409999967E0,1.638999939E2,5.794946237E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.447984689E2,6.501084571E1,2.550463025E1,1.391855155E1,3.138293457E1,1.190000057E0,1.661999969E2,5.807653018E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.457967726E2,6.501083463E1,2.550463687E1,1.373337399E1,3.119775391E1,1.450000048E0,1.658000031E2,5.821811814E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.468020908E2,6.501082228E1,2.550464421E1,1.377640724E1,3.124078369E1,1.409999967E0,1.656999969E2,5.835938344E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.477984666E2,6.501081009E1,2.550465268E1,1.423704284E1,3.170141602E1,1.440000057E0,1.645000000E2,5.849983402E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.488083203E2,6.501079808E1,2.550466194E1,1.428202887E1,3.174639893E1,1.399999976E0,1.633000031E2,5.865003677E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.497933459E2,6.501078498E1,2.550466974E1,1.417253547E1,3.163690186E1,1.549999952E0,1.665000000E2,5.880842737E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.507917810E2,6.501077103E1,2.550467656E1,1.403435596E1,3.149871826E1,1.580000043E0,1.676999969E2,5.896230941E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.518012313E2,6.501075752E1,2.550468366E1,1.376257031E1,3.122692871E1,1.450000048E0,1.673999939E2,5.911125622E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.528010901E2,6.501074460E1,2.550469203E1,1.367492737E1,3.113928223E1,1.470000029E0,1.648000031E2,5.926224560E-1,3.790092468E0,2.500000000E0,4.000000000E1
2.538054697E2,6.501073162E1,2.550470147E1,1.359949135E1,3.106384277E1,1.399999976E0,1.638999939E2,5.939955942E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.547993913E2,6.501071967E1,2.550470884E1,1.347681401E1,3.094116211E1,1.250000000E0,1.661999969E2,5.952403422E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.558050993E2,6.501070869E1,2.550471400E1,1.335920250E1,3.082354736E1,1.210000038E0,1.653000031E2,5.966362314E-1,3.790092468E0,2.500000000E0,4.100000000E1
2.567957345E2,6.501069642E1,2.550472028E1,1.310584913E1,3.057019043E1,1.460000038E0,1.648000031E2,5.980455503E-1,3.790092468E0,2.500000000E0,4.200000000E1
2.578021750E2,6.501068427E1,2.550472882E1,1.319563510E1,3.065997314E1,1.289999962E0,1.653000031E2,5.993962425E-1,3.790092468E0,2.500000000E0,4.200000000E1
2.587961404E2,6.501067264E1,2.550473712E1,1.301741554E1,3.048175049E1,1.320000052E0,1.655000000E2,6.007787054E-1,3.790092468E0,2.500000000E0,4.200000000E1
2.597968150E2,6.501066078E1,2.550474595E1,1.294741133E1,3.041174316E1,1.399999976E0,1.658999939E2,6.021759801E-1,3.790092468E0,2.500000000E0,4.200000000E1
2.607954196E2,6.501064862E1,2.550475345E1,1.295284684E1,3.041717529E1,1.340000033E0,1.663000031E2,6.034581909E-1,3.790092468E0,2.500000000E0,4.200000000E1
2.617946418E2,6.501063746E1,2.550476032E1,1.302236898E1,3.048669434E1,1.340000033E0,1.668999939E2,6.047618921E-1,3.790092468E0,2.500000000E0,4.200000000E1
